derived_sample_id	sample_set	assigned	res_coarse	res_int	res_fine	n_mosquito_targets	mean_mosquito_haps	n_multiallelic	VAE_species	species_call	call_method	country
VBS10123-4954STDY7089651	1178-VO-UG-LAWNICZAK-VMF00025	True	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus	47	1.1914893617021276	0		Anopheles_funestus	NN_FINE	Uganda
VBS10132-4954STDY7089660	1178-VO-UG-LAWNICZAK-VMF00025	True	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus	47	1.4042553191489362	1		Anopheles_funestus	NN_FINE	Uganda
VBS10154-4954STDY7089682	1178-VO-UG-LAWNICZAK-VMF00025	True	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus	44	1.4090909090909092	0		Anopheles_funestus	NN_FINE	Uganda
VBS10156-4954STDY7089684	1178-VO-UG-LAWNICZAK-VMF00025	True	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus	44	1.2045454545454546	0		Anopheles_funestus	NN_FINE	Uganda
VBS10195-4954STDY7089723	1178-VO-UG-LAWNICZAK-VMF00025	True	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus	47	1.4893617021276595	1		Anopheles_funestus	NN_FINE	Uganda
VBS10199-4954STDY7089727	1178-VO-UG-LAWNICZAK-VMF00025	True	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus	49	1.2857142857142858	0		Anopheles_funestus	NN_FINE	Uganda
VBS10202-4954STDY7089730	1178-VO-UG-LAWNICZAK-VMF00025	True	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus	52	1.4230769230769231	1		Anopheles_funestus	NN_FINE	Uganda
VBS03269-4690STDY7609204	1190-VO-GH-AMENGA-ETEGO-VMF00013	True	Myzomyia_Neocellia_series			47	1.3617021276595744	0		Myzomyia_Neocellia_series	NN_COARSE	Ghana
VBS03421-4690STDY7608896	1190-VO-GH-AMENGA-ETEGO-VMF00013	True	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus	49	1.2448979591836735	0		Anopheles_funestus	NN_FINE	Ghana
VBS03443-4690STDY7608882	1190-VO-GH-AMENGA-ETEGO-VMF00013	True	Myzomyia_Neocellia_series			51	1.3333333333333333	0		Myzomyia_Neocellia_series	NN_COARSE	Ghana
VBS04795-4651STDY7017931	1177-VO-ML-LEHMANN-VMF00015	True				44	1.1590909090909092	0		RAINBOW_SAMPLE		Mali
VBS12844-4690STDY7608617	1190-VO-GH-AMENGA-ETEGO-VMF00028	True	Myzomyia_Neocellia_series			44	1.2954545454545454	0		Myzomyia_Neocellia_series	NN_COARSE	Ghana
VBS12845-4690STDY7608625	1190-VO-GH-AMENGA-ETEGO-VMF00028	True	Myzomyia_Neocellia_series			50	1.24	0		Myzomyia_Neocellia_series	NN_COARSE	Ghana
VBS14428-4690STDY7608487	1190-VO-GH-AMENGA-ETEGO-VMF00029	True	Myzomyia_Neocellia_series			55	1.309090909090909	0		Myzomyia_Neocellia_series	NN_COARSE	Ghana
VBS17888-4690STDY7609123	1190-VO-GH-AMENGA-ETEGO-VMF00046	True	Myzomyia_Neocellia_series			47	1.2340425531914894	0		Myzomyia_Neocellia_series	NN_COARSE	Ghana
VBS18653-4690STDY7609344	1190-VO-GH-AMENGA-ETEGO-VMF00047	True				53	1.2641509433962264	0		RAINBOW_SAMPLE		Ghana
VBS18903-4690STDY7608720	1190-VO-GH-AMENGA-ETEGO-VMF00047	True	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus	49	1.346938775510204	0		Anopheles_funestus	NN_FINE	Ghana
VBS18925-4690STDY7608742	1190-VO-GH-AMENGA-ETEGO-VMF00047	True	Myzomyia_Neocellia_series			48	1.3125	1		Myzomyia_Neocellia_series	NN_COARSE	Ghana
VBS25372-5561STDY9810120	1191-VO-MULTI-OLOUGHLIN-VMF00106	True	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus	47	1.2765957446808511	0		Anopheles_funestus	NN_FINE	Mali
VBS21692-5562STDY7801714	1237-VO-BJ-DJOGBENOU-VMF00067	True				13	1.0	0		RAINBOW_SAMPLE		Benin
VBS21748-5562STDY7801771	1237-VO-BJ-DJOGBENOU-VMF00067	True	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus	49	1.2040816326530612	0		Anopheles_funestus	NN_FINE	Benin
VBS45196-5563STDY8782459	1244-VO-GH-YAWSON-VMF00149	True	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus	44	1.2272727272727273	0		Anopheles_funestus	NN_FINE	Ghana
VBS45209-5563STDY8782472	1244-VO-GH-YAWSON-VMF00149	True	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus	44	1.2727272727272727	0		Anopheles_funestus	NN_FINE	Ghana
VBS45275-5563STDY8782538	1244-VO-GH-YAWSON-VMF00149	True	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus	49	1.2448979591836735	1		Anopheles_funestus	NN_FINE	Ghana
VBS45347-5563STDY8794287	1244-VO-GH-YAWSON-VMF00149	True	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus	44	1.25	0		Anopheles_funestus	NN_FINE	Ghana
VBS45360-5563STDY8794300	1244-VO-GH-YAWSON-VMF00149	True	Myzomyia_Neocellia_series	Anopheles_moucheti_group	Anopheles_jebudensis	41	1.2439024390243902	0		Anopheles_jebudensis	NN_FINE	Ghana
VBS45453-5563STDY8794395	1244-VO-GH-YAWSON-VMF00149	True	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus	50	1.26	0		Anopheles_funestus	NN_FINE	Ghana
VBS45594-5563STDY9249521	1244-VO-GH-YAWSON-VMF00149	True	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus	44	1.3636363636363635	1		Anopheles_funestus	NN_FINE	Ghana
VBS45597-5563STDY9249524	1244-VO-GH-YAWSON-VMF00149	True				50	1.26	1		RAINBOW_SAMPLE		Ghana
VBS45663-5563STDY9249592	1244-VO-GH-YAWSON-VMF00149	True	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus	50	1.16	0		Anopheles_funestus	NN_FINE	Ghana
VBS45680-5563STDY9249609	1244-VO-GH-YAWSON-VMF00149	True	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus	48	1.3333333333333333	0		Anopheles_funestus	NN_FINE	Ghana
VBS48005-6366STDY9854603	1272-VO-GM-OPONDO-VMF00160	True	Myzomyia_Neocellia_series			53	1.320754716981132	1		Myzomyia_Neocellia_series	NN_COARSE	The Gambia
VBS48020-6366STDY9854620	1272-VO-GM-OPONDO-VMF00160	True	Myzomyia_Neocellia_series			54	1.1666666666666667	0		Myzomyia_Neocellia_series	NN_COARSE	The Gambia
AN0368-C	AG1000G-CM-C	True	Pyretophorus_series	Anopheles_gambiae_complex		62	1.1451612903225807	0	Anopheles_melas	Anopheles_melas	VAE	Cameroon
AP0038-C	AG1000G-FR	True	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus	47	1.3191489361702127	1		Anopheles_funestus	NN_FINE	Mayotte
AP0041-C	AG1000G-FR	True	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus	45	1.5333333333333334	5		Anopheles_funestus	NN_FINE	Mayotte
AP0043-C	AG1000G-FR	True	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus	48	1.3958333333333333	0		Anopheles_funestus	NN_FINE	Mayotte
AP0044-C	AG1000G-FR	True	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus	48	1.4375	2		Anopheles_funestus	NN_FINE	Mayotte
AP0045-C	AG1000G-FR	True	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus	46	1.3043478260869565	0		Anopheles_funestus	NN_FINE	Mayotte
AP0046-C	AG1000G-FR	True	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus	49	1.489795918367347	0		Anopheles_funestus	NN_FINE	Mayotte
AP0047-C	AG1000G-FR	True	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus	49	1.3673469387755102	0		Anopheles_funestus	NN_FINE	Mayotte
AP0048-C	AG1000G-FR	True	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus	46	1.4782608695652173	2		Anopheles_funestus	NN_FINE	Mayotte
AP0049-C	AG1000G-FR	True	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus	48	1.2916666666666667	0		Anopheles_funestus	NN_FINE	Mayotte
AP0052-C	AG1000G-FR	True	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus	50	1.46	1		Anopheles_funestus	NN_FINE	Mayotte
AP0053-C	AG1000G-FR	True	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus	47	1.5319148936170213	1		Anopheles_funestus	NN_FINE	Mayotte
AP0054-C	AG1000G-FR	True	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus	48	1.3958333333333333	0		Anopheles_funestus	NN_FINE	Mayotte
AP0055-C	AG1000G-FR	True	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus	49	1.4489795918367347	1		Anopheles_funestus	NN_FINE	Mayotte
AP0056-C	AG1000G-FR	True	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus	40	1.375	0		Anopheles_funestus	NN_FINE	Mayotte
AP0057-C	AG1000G-FR	True	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus	44	1.4772727272727273	1		Anopheles_funestus	NN_FINE	Mayotte
AP0058-C	AG1000G-FR	True	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus	51	1.3529411764705883	0		Anopheles_funestus	NN_FINE	Mayotte
AP0059-C	AG1000G-FR	True	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus	44	1.4318181818181819	0		Anopheles_funestus	NN_FINE	Mayotte
AP0060-C	AG1000G-FR	True	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus	45	1.5777777777777777	0		Anopheles_funestus	NN_FINE	Mayotte
AP0061-C	AG1000G-FR	True	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus	43	1.3255813953488371	1		Anopheles_funestus	NN_FINE	Mayotte
AP0062-C	AG1000G-FR	True	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus	47	1.3829787234042554	0		Anopheles_funestus	NN_FINE	Mayotte
AP0064-C	AG1000G-FR	True	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus	43	1.3488372093023255	0		Anopheles_funestus	NN_FINE	Mayotte
AG0160-C	AG1000G-GM-A	True	Pyretophorus_series	Anopheles_gambiae_complex		62	1.2258064516129032	0	Anopheles_melas	Anopheles_melas	VAE	The Gambia
AG0177-C	AG1000G-GM-A	True	Pyretophorus_series	Anopheles_gambiae_complex		56	1.1607142857142858	0	Anopheles_melas	Anopheles_melas	VAE	The Gambia
AG0219-C	AG1000G-GM-A	True	Pyretophorus_series	Anopheles_gambiae_complex		62	1.3548387096774193	1	Anopheles_melas	Anopheles_melas	VAE	The Gambia
AG0155-C	AG1000G-GM-A	True	Pyretophorus_series	Anopheles_gambiae_complex		59	1.152542372881356	0	Uncertain_melas_quadriannulatus	Uncertain_melas_quadriannulatus	VAE	The Gambia
AG0180-C	AG1000G-GM-A	True	Pyretophorus_series	Anopheles_gambiae_complex		59	1.1694915254237288	1	Anopheles_melas	Anopheles_melas	VAE	The Gambia
AG0182-C	AG1000G-GM-A	True	Pyretophorus_series	Anopheles_gambiae_complex		59	1.2372881355932204	0	Anopheles_melas	Anopheles_melas	VAE	The Gambia
AG0105-C	AG1000G-GM-A	True	Pyretophorus_series	Anopheles_gambiae_complex		61	1.360655737704918	0	Anopheles_melas	Anopheles_melas	VAE	The Gambia
AG0140-C	AG1000G-GM-A	True	Pyretophorus_series	Anopheles_gambiae_complex		62	1.2419354838709677	0	Anopheles_melas	Anopheles_melas	VAE	The Gambia
AG0150-C	AG1000G-GM-A	True	Pyretophorus_series	Anopheles_gambiae_complex		62	1.2580645161290323	0	Anopheles_melas	Anopheles_melas	VAE	The Gambia
AG0249-C	AG1000G-GM-A	True	Pyretophorus_series	Anopheles_gambiae_complex		62	1.2419354838709677	1	Anopheles_melas	Anopheles_melas	VAE	The Gambia
AG0414-CW	AG1000G-GM-B	True	Pyretophorus_series	Anopheles_gambiae_complex		58	1.3103448275862069	1	Anopheles_melas	Anopheles_melas	VAE	The Gambia
AG0280-C	AG1000G-GM-C	True	Neomyzomyia_series_II	Anopheles_nili_group	Anopheles_nili_gp_sp3	39	1.3846153846153846	1		Anopheles_nili_gp_sp3	NN_FINE	The Gambia
AQ0007-C	AG1000G-GQ	True	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus	44	1.4318181818181819	1		Anopheles_funestus	NN_FINE	Equatorial Guinea
AQ0022-C	AG1000G-GQ	True	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus	52	1.2115384615384615	0		Anopheles_funestus	NN_FINE	Equatorial Guinea
AQ0017-C	AG1000G-GQ	True	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus	46	1.4565217391304348	1		Anopheles_funestus	NN_FINE	Equatorial Guinea
AQ0020-C	AG1000G-GQ	True	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus	52	1.3461538461538463	0		Anopheles_funestus	NN_FINE	Equatorial Guinea
AQ0003-C	AG1000G-GQ	True	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus	47	1.3829787234042554	0		Anopheles_funestus	NN_FINE	Equatorial Guinea
AQ0010-C	AG1000G-GQ	True	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus	45	1.2666666666666666	0		Anopheles_funestus	NN_FINE	Equatorial Guinea
AQ0006-C	AG1000G-GQ	True	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus	46	1.434782608695652	0		Anopheles_funestus	NN_FINE	Equatorial Guinea
AK0061-C	AG1000G-KE	True	Pyretophorus_series	Anopheles_gambiae_complex		62	1.3225806451612903	0	Anopheles_merus	Anopheles_merus	VAE	Kenya
