SPECIMEN_ID	SERIES	RACK_OR_PLATE_ID	TUBE_OR_WELL_ID	PRESERVATIVE_SOLUTION	ORGANISM_PART	DATE_OF_COLLECTION	COLLECTION_LOCATION	DECIMAL_LATITUDE	DECIMAL_LONGITUDE	HAZARD_GROUP	REGULATORY_COMPLIANCE	SCIENTIFIC_NAME	LIFESTAGE	SEX	HABITAT	TIME_OF_COLLECTION	DURATION_OF_COLLECTION	COLLECTION_METHOD	OUTDOORS_INDOORS	DESCRIPTION_OF_COLLECTION_METHOD	PRESERVATION_APPROACH	DATE_OF_PRESERVATION	ELEVATION	WHAT_3_WORDS	IDENTIFIED_HOW	OTHER_ORGANISMS	BLOOD_MEAL	GRAVIDITY	COLLECTOR_SAMPLE_ID	OTHER_INFORMATION	MISC_METADATA	DNA_EXTRACTION_DESCRIPTION	DNA_EXTRACT_VOLUME_PROVIDED	DNA_EXTRACT_CONCENTRATION	SUPPLIER_SAMPLE_NAME	run	n_mosquito_targets	n_mosquito_reads	n_multiallelic	contamination_risk	NN_assignment	res_coarse	res_int	res_fine	VAE_species	species_call	call_method	plasmodium_detected	plasmodium_species	total_reads_P1	total_reads_P2
KAJO_010_D3	884	KAJO-010	D3	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2017-05-23	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	MALE	INDOORS	9:00	PT3H	HAND_CAUGHT	INDOORS	INDOOR_ASPIRATOR	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2017-05-23			Molecular_Species_Identification		NOT_APPLICABLE	NOT_COLLECTED	U.KY.17.163						ANOSPP13031795	45792	59.0	8565.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_010_E3	885	KAJO-010	E3	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2017-05-23	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	OUTDOORS	9:00	PT3H	HAND_CAUGHT	OUTDOORS	OUTDOOR_ASPIRATOR	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2017-05-23			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KY.17.154						ANOSPP13031796	45792	58.0	7822.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_010_F3	886	KAJO-010	F3	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2017-05-23	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOORS	9:00	PT3H	HAND_CAUGHT	INDOORS	INDOOR_ASPIRATOR	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2017-05-23			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KY.17.172						ANOSPP13031797	45792	60.0	14739.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_010_G3	887	KAJO-010	G3	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2017-05-23	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOORS	9:00	PT3H	HAND_CAUGHT	INDOORS	INDOOR_ASPIRATOR	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2017-05-23			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KY.17.193						ANOSPP13031798	45792	60.0	16875.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_010_H3	888	KAJO-010	H3	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2017-05-23	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	MALE	OUTDOORS	9:00	PT3H	HAND_CAUGHT	OUTDOORS	OUTDOOR_ASPIRATOR	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2017-05-23			Molecular_Species_Identification		NOT_APPLICABLE	NOT_COLLECTED	U.KY.17.320						ANOSPP13031799	45792	59.0	8835.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_010_A4	889	KAJO-010	A4	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2017-05-23	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	OUTDOORS	9:00	PT3H	HAND_CAUGHT	OUTDOORS	OUTDOOR_ASPIRATOR	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2017-05-23			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KY.17.266						ANOSPP13031800	45792	59.0	6078.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_010_B4	890	KAJO-010	B4	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2017-05-23	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOORS	9:00	PT3H	HAND_CAUGHT	INDOORS	INDOOR_ASPIRATOR	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2017-05-23			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KY.17.190						ANOSPP13031801	45792	60.0	16615.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_010_C4	891	KAJO-010	C4	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2017-05-23	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	OUTDOORS	9:00	PT3H	HAND_CAUGHT	OUTDOORS	OUTDOOR_ASPIRATOR	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2017-05-23			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KY.17.122						ANOSPP13031802	45792	60.0	15690.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_010_D4	892	KAJO-010	D4	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2017-05-23	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	MALE	OUTDOORS	9:00	PT3H	HAND_CAUGHT	OUTDOORS	OUTDOOR_ASPIRATOR	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2017-05-23			Molecular_Species_Identification		NOT_APPLICABLE	NOT_COLLECTED	U.KY.17.314						ANOSPP13031803	45792	58.0	8846.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_010_E4	893	KAJO-010	E4	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2017-05-23	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	MALE	OUTDOORS	9:00	PT3H	HAND_CAUGHT	OUTDOORS	OUTDOOR_ASPIRATOR	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2017-05-23			Molecular_Species_Identification		NOT_APPLICABLE	NOT_COLLECTED	U.KY.17.325						ANOSPP13031804	45792	58.0	10477.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_arabiensis	Anopheles_arabiensis	VAE	no			
KAJO_010_F4	894	KAJO-010	F4	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2017-05-23	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOORS	9:00	PT3H	HAND_CAUGHT	INDOORS	INDOOR_ASPIRATOR	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2017-05-23			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KY.17.420						ANOSPP13031805	45792	59.0	16757.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_010_G4	895	KAJO-010	G4	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2017-05-23	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	MALE	INDOORS	9:00	PT3H	HAND_CAUGHT	INDOORS	INDOOR_ASPIRATOR	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2017-05-23			Molecular_Species_Identification		NOT_APPLICABLE	NOT_COLLECTED	U.KY.17.392						ANOSPP13031806	45792	60.0	15892.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_010_H4	896	KAJO-010	H4	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2017-05-23	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	MALE	INDOORS	9:00	PT3H	HAND_CAUGHT	INDOORS	INDOOR_ASPIRATOR	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2017-05-23			Molecular_Species_Identification		NOT_APPLICABLE	NOT_COLLECTED	U.KY.17.402						ANOSPP13031807	45792	60.0	7205.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_010_A5	897	KAJO-010	A5	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2017-05-23	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	MALE	OUTDOORS	9:00	PT3H	HAND_CAUGHT	OUTDOORS	OUTDOOR_ASPIRATOR	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2017-05-23			Molecular_Species_Identification		NOT_APPLICABLE	NOT_COLLECTED	U.KY.17.449						ANOSPP13031808	45792	57.0	4362.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_010_B5	898	KAJO-010	B5	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2017-05-23	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	OUTDOORS	9:00	PT3H	HAND_CAUGHT	OUTDOORS	OUTDOOR_ASPIRATOR	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2017-05-23			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KY.17.462						ANOSPP13031809	45792	61.0	31713.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_010_C5	899	KAJO-010	C5	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2017-05-23	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOORS	9:00	PT3H	HAND_CAUGHT	INDOORS	INDOOR_ASPIRATOR	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2017-05-23			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KY.17.368						ANOSPP13031810	45792	60.0	34675.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_010_D5	900	KAJO-010	D5	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2017-05-23	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	MALE	OUTDOORS	9:00	PT3H	HAND_CAUGHT	OUTDOORS	OUTDOOR_ASPIRATOR	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2017-05-23			Molecular_Species_Identification		NOT_APPLICABLE	NOT_COLLECTED	U.KY.17.447						ANOSPP13031811	45792	60.0	9187.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_010_E5	901	KAJO-010	E5	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2017-05-23	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOORS	9:00	PT3H	HAND_CAUGHT	INDOORS	INDOOR_ASPIRATOR	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2017-05-23			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KY.17.362						ANOSPP13031812	45792	57.0	4163.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_010_F5	902	KAJO-010	F5	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2017-05-23	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOORS	9:00	PT3H	HAND_CAUGHT	INDOORS	INDOOR_ASPIRATOR	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2017-05-23			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KY.17.485						ANOSPP13031813	45792	59.0	15894.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_010_G5	903	KAJO-010	G5	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2017-05-23	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	MALE	OUTDOORS	9:00	PT3H	HAND_CAUGHT	OUTDOORS	OUTDOOR_ASPIRATOR	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2017-05-23			Molecular_Species_Identification		NOT_APPLICABLE	NOT_COLLECTED	U.KY.17.319						ANOSPP13031814	45792	59.0	11507.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_arabiensis	Anopheles_arabiensis	VAE	no			
KAJO_010_H5	904	KAJO-010	H5	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2017-05-23	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	MALE	OUTDOORS	9:00	PT3H	HAND_CAUGHT	OUTDOORS	OUTDOOR_ASPIRATOR	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2017-05-23			Molecular_Species_Identification		NOT_APPLICABLE	NOT_COLLECTED	U.KY.17.434						ANOSPP13031815	45792	57.0	5944.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_010_A6	905	KAJO-010	A6	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2017-05-23	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	OUTDOORS	9:00	PT3H	HAND_CAUGHT	OUTDOORS	OUTDOOR_ASPIRATOR	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2017-05-23			Molecular_Species_Identification		N	NOT_COLLECTED	U.KY.17.347						ANOSPP13031816	45792	61.0	23865.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_010_B6	906	KAJO-010	B6	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2017-05-23	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	OUTDOORS	9:00	PT3H	HAND_CAUGHT	OUTDOORS	OUTDOOR_ASPIRATOR	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2017-05-23			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KY.17.465						ANOSPP13031817	45792	60.0	28012.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_010_C6	907	KAJO-010	C6	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2017-05-23	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOORS	9:00	PT3H	HAND_CAUGHT	INDOORS	INDOOR_ASPIRATOR	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2017-05-23			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KY.17.419						ANOSPP13031818	45792	59.0	14330.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_010_D6	908	KAJO-010	D6	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2017-05-23	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	MALE	OUTDOORS	9:00	PT3H	HAND_CAUGHT	OUTDOORS	OUTDOOR_ASPIRATOR	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2017-05-23			Molecular_Species_Identification		NOT_APPLICABLE	NOT_COLLECTED	U.KY.17.443						ANOSPP13031819	45792	60.0	9110.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_010_E6	909	KAJO-010	E6	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2017-05-23	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOORS	9:00	PT3H	HAND_CAUGHT	INDOORS	INDOOR_ASPIRATOR	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2017-05-23			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KY.17.370						ANOSPP13031820	45792	55.0	3334.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_010_F6	910	KAJO-010	F6	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2017-05-23	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	OUTDOORS	9:00	PT3H	HAND_CAUGHT	OUTDOORS	OUTDOOR_ASPIRATOR	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2017-05-23			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KY.17.358						ANOSPP13031821	45792	53.0	2564.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_010_G6	911	KAJO-010	G6	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2017-05-23	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	MALE	INDOORS	9:00	PT3H	HAND_CAUGHT	INDOORS	INDOOR_ASPIRATOR	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2017-05-23			Molecular_Species_Identification		NOT_APPLICABLE	NOT_COLLECTED	U.KY.17.395						ANOSPP13031822	45792	61.0	11335.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_010_H6	912	KAJO-010	H6	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2017-05-23	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	MALE	OUTDOORS	9:00	PT3H	HAND_CAUGHT	OUTDOORS	OUTDOOR_ASPIRATOR	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2017-05-23			Molecular_Species_Identification		NOT_APPLICABLE	NOT_COLLECTED	U.KY.17.303						ANOSPP13031823	45792	61.0	7175.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_010_A7	913	KAJO-010	A7	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2017-05-23	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	OUTDOORS	9:00	PT3H	HAND_CAUGHT	OUTDOORS	OUTDOOR_ASPIRATOR	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2017-05-23			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KY.17.491						ANOSPP13031824	45792	58.0	11067.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_010_B7	914	KAJO-010	B7	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2017-05-23	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	MALE	INDOORS	9:00	PT3H	HAND_CAUGHT	INDOORS	INDOOR_ASPIRATOR	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2017-05-23			Molecular_Species_Identification		NOT_APPLICABLE	NOT_COLLECTED	U.KY.17.404						ANOSPP13031825	45792	59.0	7733.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_010_C7	915	KAJO-010	C7	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2017-05-23	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	MALE	INDOORS	9:00	PT3H	HAND_CAUGHT	INDOORS	INDOOR_ASPIRATOR	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2017-05-23			Molecular_Species_Identification		NOT_APPLICABLE	NOT_COLLECTED	U.KY.17.389						ANOSPP13031826	45792	37.0	895.0	0.0	medium	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
KAJO_010_D7	916	KAJO-010	D7	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2017-05-23	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	MALE	INDOORS	9:00	PT3H	HAND_CAUGHT	INDOORS	INDOOR_ASPIRATOR	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2017-05-23			Molecular_Species_Identification		NOT_APPLICABLE	NOT_COLLECTED	U.KY.17.417						ANOSPP13031827	45792	58.0	4622.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_010_E7	917	KAJO-010	E7	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2017-05-23	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	MALE	INDOORS	9:00	PT3H	HAND_CAUGHT	INDOORS	INDOOR_ASPIRATOR	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2017-05-23			Molecular_Species_Identification		NOT_APPLICABLE	NOT_COLLECTED	U.KY.17.416						ANOSPP13031828	45792	60.0	14700.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_010_F7	918	KAJO-010	F7	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2017-05-23	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	OUTDOORS	9:00	PT3H	HAND_CAUGHT	OUTDOORS	OUTDOOR_ASPIRATOR	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2017-05-23			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KY.17.352						ANOSPP13031829	45792	59.0	14348.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_arabiensis	Anopheles_arabiensis	VAE	no			
KAJO_010_G7	919	KAJO-010	G7	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2017-05-23	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOORS	9:00	PT3H	HAND_CAUGHT	INDOORS	INDOOR_ASPIRATOR	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2017-05-23			Molecular_Species_Identification		N	NOT_COLLECTED	U.KY.17.383						ANOSPP13031830	45792	61.0	18614.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_010_H7	920	KAJO-010	H7	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2017-05-23	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	MALE	INDOORS	9:00	PT3H	HAND_CAUGHT	INDOORS	INDOOR_ASPIRATOR	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2017-05-23			Molecular_Species_Identification		NOT_APPLICABLE	NOT_COLLECTED	U.KY.17.400						ANOSPP13031831	45792	58.0	3178.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_010_A8	921	KAJO-010	A8	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2017-05-23	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	MALE	OUTDOORS	9:00	PT3H	HAND_CAUGHT	OUTDOORS	OUTDOOR_ASPIRATOR	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2017-05-23			Molecular_Species_Identification		NOT_APPLICABLE	NOT_COLLECTED	U.KY.17.335						ANOSPP13031832	45792	60.0	16250.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
