SPECIMEN_ID	SERIES	RACK_OR_PLATE_ID	TUBE_OR_WELL_ID	PRESERVATIVE_SOLUTION	ORGANISM_PART	DATE_OF_COLLECTION	COLLECTION_LOCATION	DECIMAL_LATITUDE	DECIMAL_LONGITUDE	HAZARD_GROUP	REGULATORY_COMPLIANCE	SCIENTIFIC_NAME	LIFESTAGE	SEX	HABITAT	TIME_OF_COLLECTION	DURATION_OF_COLLECTION	COLLECTION_METHOD	OUTDOORS_INDOORS	DESCRIPTION_OF_COLLECTION_METHOD	PRESERVATION_APPROACH	DATE_OF_PRESERVATION	ELEVATION	WHAT_3_WORDS	IDENTIFIED_HOW	OTHER_ORGANISMS	BLOOD_MEAL	GRAVIDITY	COLLECTOR_SAMPLE_ID	OTHER_INFORMATION	MISC_METADATA	DNA_EXTRACTION_DESCRIPTION	DNA_EXTRACT_VOLUME_PROVIDED	DNA_EXTRACT_CONCENTRATION	SUPPLIER_SAMPLE_NAME	run	n_mosquito_targets	n_mosquito_reads	n_multiallelic	contamination_risk	NN_assignment	res_coarse	res_int	res_fine	VAE_species	species_call	call_method	plasmodium_detected	plasmodium_species	total_reads_P1	total_reads_P2
KAJO_017_A7	1585	KAJO-017	A7	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KAYONJO	0.763793	32.9710742	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOORS	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KJ.18.336*K						ANOSPP13105186	45888	60.0	9278.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_017_B7	1586	KAJO-017	B7	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KAYONJO	0.763793	32.9710742	HG1	Y	Anopheles gambiae s.s	ADULT	MALE	INDOORS	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		NOT_APPLICABLE	NOT_COLLECTED	U.KJ.18.324*						ANOSPP13105187	45888	58.0	5253.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_017_C7	1587	KAJO-017	C7	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KAYONJO	0.763793	32.9710742	HG1	Y	Anopheles gambiae s.s	ADULT	MALE	INDOORS	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		NOT_APPLICABLE	NOT_COLLECTED	U.KJ.18.324*A						ANOSPP13105188	45888	5.0	61.0	0.0		no					TOO_FEW_TARGETS	TOO_FEW_TARGETS	no			
KAJO_017_D7	1588	KAJO-017	D7	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KAYONJO	0.763793	32.9710742	HG1	Y	Anopheles gambiae s.s	ADULT	MALE	INDOORS	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		NOT_APPLICABLE	NOT_COLLECTED	U.KJ.18.324*B						ANOSPP13105189	45888	58.0	9655.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_017_E7	1589	KAJO-017	E7	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KAYONJO	0.763793	32.9710742	HG1	Y	Anopheles gambiae s.s	ADULT	MALE	INDOORS	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		NOT_APPLICABLE	NOT_COLLECTED	U.KJ.18.324*C						ANOSPP13105190	45888	56.0	7007.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_017_F7	1590	KAJO-017	F7	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KAYONJO	0.763793	32.9710742	HG1	Y	Anopheles gambiae s.s	ADULT	MALE	INDOORS	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		NOT_APPLICABLE	NOT_COLLECTED	U.KJ.18.324*D						ANOSPP13105191	45888	59.0	11373.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_017_G7	1591	KAJO-017	G7	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KAYONJO	0.763793	32.9710742	HG1	Y	Anopheles gambiae s.s	ADULT	MALE	INDOORS	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		NOT_APPLICABLE	NOT_COLLECTED	U.KJ.18.324*E						ANOSPP13105192	45888	56.0	6436.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_017_H7	1592	KAJO-017	H7	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KAYONJO	0.763793	32.9710742	HG1	Y	Anopheles gambiae s.s	ADULT	MALE	INDOORS	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		NOT_APPLICABLE	NOT_COLLECTED	U.KJ.18.324*F						ANOSPP13105193	45888	52.0	2194.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_017_A8	1593	KAJO-017	A8	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KAYONJO	0.763793	32.9710742	HG1	Y	Anopheles gambiae s.s	ADULT	MALE	INDOORS	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		NOT_APPLICABLE	NOT_COLLECTED	U.KJ.18.324*G						ANOSPP13105194	45888	58.0	6596.0	1.0	medium	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_017_B8	1594	KAJO-017	B8	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KAYONJO	0.763793	32.9710742	HG1	Y	Anopheles gambiae s.s	ADULT	MALE	INDOORS	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		NOT_APPLICABLE	NOT_COLLECTED	U.KJ.18.324*H						ANOSPP13105195	45888	57.0	6890.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_017_C8	1595	KAJO-017	C8	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KAYONJO	0.763793	32.9710742	HG1	Y	Anopheles gambiae s.s	ADULT	MALE	INDOORS	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		NOT_APPLICABLE	NOT_COLLECTED	U.KJ.18.324*I						ANOSPP13105196	45888	60.0	8481.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_017_D8	1596	KAJO-017	D8	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KAYONJO	0.763793	32.9710742	HG1	Y	Anopheles gambiae s.s	ADULT	MALE	INDOORS	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		NOT_APPLICABLE	NOT_COLLECTED	U.KJ.18.324*J						ANOSPP13105197	45888	56.0	5890.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_017_E8	1597	KAJO-017	E8	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KAYONJO	0.763793	32.9710742	HG1	Y	Anopheles gambiae s.s	ADULT	MALE	INDOORS	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		NOT_APPLICABLE	NOT_COLLECTED	U.KJ.18.324*K						ANOSPP13105198	45888	53.0	5932.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_017_F8	1598	KAJO-017	F8	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KAYONJO	0.763793	32.9710742	HG1	Y	Anopheles gambiae s.s	ADULT	MALE	INDOORS	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		NOT_APPLICABLE	NOT_COLLECTED	U.KJ.18.324*L						ANOSPP13105199	45888	58.0	7641.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_017_G8	1599	KAJO-017	G8	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KAYONJO	0.763793	32.9710742	HG1	Y	Anopheles gambiae s.s	ADULT	MALE	INDOORS	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		NOT_APPLICABLE	NOT_COLLECTED	U.KJ.18.324*M						ANOSPP13105200	45888	56.0	6796.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_017_H8	1600	KAJO-017	H8	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KAYONJO	0.763793	32.9710742	HG1	Y	Anopheles gambiae s.s	ADULT	MALE	INDOORS	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		NOT_APPLICABLE	NOT_COLLECTED	U.KJ.18.324*N						ANOSPP13105201	45888	58.0	6216.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_017_A9	1601	KAJO-017	A9	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KAYONJO	0.763793	32.9710742	HG1	Y	Anopheles gambiae s.s	ADULT	MALE	INDOORS	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		NOT_APPLICABLE	NOT_COLLECTED	U.KJ.18.324*0						ANOSPP13105202	45888	48.0	1539.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex			Anopheles_gambiae_complex	NN_INTERMEDIATE	no			
KAJO_017_B9	1602	KAJO-017	B9	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KAYONJO	0.763793	32.9710742	HG1	Y	Anopheles gambiae s.s	ADULT	MALE	INDOORS	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		NOT_APPLICABLE	NOT_COLLECTED	U.KJ.18.324*P						ANOSPP13105203	45888	59.0	8058.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_017_C9	1603	KAJO-017	C9	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KAYONJO	0.763793	32.9710742	HG1	Y	Anopheles gambiae s.s	ADULT	MALE	INDOORS	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		NOT_APPLICABLE	NOT_COLLECTED	U.KJ.18.324*Q						ANOSPP13105204	45888	53.0	5017.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_017_D9	1604	KAJO-017	D9	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KAYONJO	0.763793	32.9710742	HG1	Y	Anopheles gambiae s.s	ADULT	MALE	INDOORS	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		NOT_APPLICABLE	NOT_COLLECTED	U.KJ.18.324*R						ANOSPP13105205	45888	61.0	13232.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_017_E9	1605	KAJO-017	E9	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KAYONJO	0.763793	32.9710742	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOORS	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KJ.18.345*						ANOSPP13105206	45888	60.0	55722.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_017_F9	1606	KAJO-017	F9	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KAYONJO	0.763793	32.9710742	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOORS	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KJ.18.345*A						ANOSPP13105207	45888	61.0	24793.0	1.0	medium	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_017_G9	1607	KAJO-017	G9	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KAYONJO	0.763793	32.9710742	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOORS	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KJ.18.345*B						ANOSPP13105208	45888	60.0	21161.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_017_H9	1608	KAJO-017	H9	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KAYONJO	0.763793	32.9710742	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOORS	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KJ.18.345*C						ANOSPP13105209	45888	52.0	2187.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_017_A10	1609	KAJO-017	A10	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KAYONJO	0.763793	32.9710742	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOORS	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KJ.18.345*D						ANOSPP13105210	45888	60.0	39012.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_017_B10	1610	KAJO-017	B10	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KAYONJO	0.763793	32.9710742	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOORS	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KJ.18.345*E						ANOSPP13105211	45888	59.0	15269.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_017_C10	1611	KAJO-017	C10	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KAYONJO	0.763793	32.9710742	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOORS	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KJ.18.345*F						ANOSPP13105212	45888	60.0	37711.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_017_D10	1612	KAJO-017	D10	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KAYONJO	0.763793	32.9710742	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOORS	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KJ.18.345*G						ANOSPP13105213	45888	60.0	21454.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_017_E10	1613	KAJO-017	E10	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KAYONJO	0.763793	32.9710742	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOORS	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KJ.18.345*H						ANOSPP13105214	45888	61.0	39089.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_017_F10	1614	KAJO-017	F10	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KAYONJO	0.763793	32.9710742	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOORS	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KJ.18.345*I						ANOSPP13105215	45888	60.0	18951.0	1.0	medium	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_017_G10	1615	KAJO-017	G10	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KAYONJO	0.763793	32.9710742	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOORS	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KJ.18.345*J						ANOSPP13105216	45888	60.0	31400.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_017_H10	1616	KAJO-017	H10	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KAYONJO	0.763793	32.9710742	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOORS	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KJ.18.345*K						ANOSPP13105217	45888	60.0	37784.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_017_A11	1617	KAJO-017	A11	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KAYONJO	0.763793	32.9710742	HG1	Y	Anopheles gambiae s.s	ADULT	MALE	INDOORS	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		NOT_APPLICABLE	NOT_COLLECTED	U.KJ.18.325*						ANOSPP13105218	45888	57.0	3905.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_017_B11	1618	KAJO-017	B11	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KAYONJO	0.763793	32.9710742	HG1	Y	Anopheles gambiae s.s	ADULT	MALE	INDOORS	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		NOT_APPLICABLE	NOT_COLLECTED	U.KJ.18.325*A						ANOSPP13105219	45888	56.0	4282.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_017_C11	1619	KAJO-017	C11	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KAYONJO	0.763793	32.9710742	HG1	Y	Anopheles gambiae s.s	ADULT	MALE	INDOORS	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		NOT_APPLICABLE	NOT_COLLECTED	U.KJ.18.325*B						ANOSPP13105220	45888	58.0	7971.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_017_D11	1620	KAJO-017	D11	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KAYONJO	0.763793	32.9710742	HG1	Y	Anopheles gambiae s.s	ADULT	MALE	INDOORS	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		NOT_APPLICABLE	NOT_COLLECTED	U.KJ.18.325*C						ANOSPP13105221	45888	56.0	5732.0	1.0	medium	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_017_E11	1621	KAJO-017	E11	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KAYONJO	0.763793	32.9710742	HG1	Y	Anopheles gambiae s.s	ADULT	MALE	INDOORS	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		NOT_APPLICABLE	NOT_COLLECTED	U.KJ.18.325*D						ANOSPP13105222	45888	61.0	13920.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
