SPECIMEN_ID	RACK_OR_PLATE_ID	TUBE_OR_WELL_ID	PRESERVATIVE_SOLUTION	ORGANISM_PART	DATE_OF_COLLECTION	COLLECTION_COUNTRY	COLLECTION_LOCATION	DECIMAL_LATITUDE	DECIMAL_LONGITUDE	SAMPLING_LOCATION_SIZE	PREDICTED_SCIENTIFIC_NAME	SPECIMEN_IDENTITY_RISK	IDENTIFIED_HOW	LIFESTAGE	SEX	TIME_OF_COLLECTION	DURATION_OF_COLLECTION	COLLECTION_METHOD	OUTDOORS_INDOORS	DESCRIPTION_OF_COLLECTION_METHOD	PRESERVATION_APPROACH	BLOOD_MEAL	GRAVIDITY	HABITAT	DATE_OF_PRESERVATION	ELEVATION	WHAT_3_WORDS	OTHER_ORGANISMS	BIOASSAYS	COLLECTOR_SAMPLE_ID	OTHER_INFORMATION	COLLECTION_EXPERIMENT	COLLECTION_EXPERIMENT_DAY	SUPPLIER_SAMPLE_NAME	run	n_mosquito_targets	n_mosquito_reads	n_multiallelic	contamination_risk	NN_assignment	res_coarse	res_int	res_fine	VAE_species	species_call	call_method	plasmodium_detected	plasmodium_species	total_reads_P1	total_reads_P2
OMOL_001_D7	GDNA00000494A	D7	NONE	WHOLE_ORGANISM	2018-09-19	Nigeria	Nigeria | Ogun | Odeda | Gbagba	7.4453	3.63307		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG1003	PLATE 01, D-7, partial specimen	POST-MDA 1	3.0	NG-1-52	34891	59.0	14239.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_001_E7	GDNA00000494A	E7	NONE	WHOLE_ORGANISM	2018-09-20	Nigeria	Nigeria | Ogun | Odeda | Gbagba	7.4453	3.63307		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG1015	PLATE 01, E-7, partial specimen	POST-MDA 1	4.0	NG-1-53	34891	61.0	11982.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_001_F7	GDNA00000494A	F7	NONE	WHOLE_ORGANISM	2018-09-20	Nigeria	Nigeria | Ogun | Odeda | Gbagba	7.4453	3.63307		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			CDC_LIGHT_TRAP	OUTDOORS		Silica gel	N								KUG1027	PLATE 01, F-7, partial specimen	POST-MDA 1	4.0	NG-1-54	34891	1.0	10.0	0.0		no					TOO_FEW_TARGETS	TOO_FEW_TARGETS	no			
OMOL_001_G7	GDNA00000494A	G7	NONE	WHOLE_ORGANISM	2018-09-29	Nigeria	Nigeria | Ogun | Odeda | Gbagba	7.4453	3.63307		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG1081	PLATE 01, G-7, partial specimen	POST-MDA 2	5.0	NG-1-55	34891	58.0	7678.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_001_H7	GDNA00000494A	H7	NONE	WHOLE_ORGANISM	2018-09-30	Nigeria	Nigeria | Ogun | Odeda | Gbagba	7.4453	3.63307		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG1093	PLATE 01, H-7, partial specimen	POST-MDA 2	6.0	NG-1-56	34891	44.0	1358.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex			Anopheles_gambiae_complex	NN_INTERMEDIATE	no			
OMOL_001_A8	GDNA00000494A	A8	NONE	WHOLE_ORGANISM	2018-08-18	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG1043	PLATE 01, A-8, partial specimen	PRE-MDA	1.0	NG-1-57	34891	45.0	1486.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_001_B8	GDNA00000494A	B8	NONE	WHOLE_ORGANISM	2018-08-18	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG1055	PLATE 01, B-8, partial specimen	PRE-MDA	1.0	NG-1-58	34891	59.0	18556.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_001_C8	GDNA00000494A	C8	NONE	WHOLE_ORGANISM	2018-08-18	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG1067	PLATE 01, C-8, partial specimen	PRE-MDA	1.0	NG-1-59	34891	57.0	2877.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_001_D8	GDNA00000494A	D8	NONE	WHOLE_ORGANISM	2018-09-19	Nigeria	Nigeria | Ogun | Odeda | Gbagba	7.4453	3.63307		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG1004	PLATE 01, D-8, partial specimen	POST-MDA 1	3.0	NG-1-60	34891	60.0	28843.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
OMOL_001_E8	GDNA00000494A	E8	NONE	WHOLE_ORGANISM	2018-09-20	Nigeria	Nigeria | Ogun | Odeda | Gbagba	7.4453	3.63307		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG1016	PLATE 01, E-8, partial specimen	POST-MDA 1	4.0	NG-1-61	34891	60.0	19705.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
OMOL_001_F8	GDNA00000494A	F8	NONE	WHOLE_ORGANISM	2018-09-29	Nigeria	Nigeria | Ogun | Odeda | Gbagba	7.4453	3.63307		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG1028	PLATE 01, F-8, partial specimen	POST-MDA 2	5.0	NG-1-62	34891	54.0	4233.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_001_G8	GDNA00000494A	G8	NONE	WHOLE_ORGANISM	2018-09-29	Nigeria	Nigeria | Ogun | Odeda | Gbagba	7.4453	3.63307		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG1082	PLATE 01, G-8, partial specimen	POST-MDA 2	5.0	NG-1-63	34891	60.0	4994.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_001_H8	GDNA00000494A	H8	NONE	WHOLE_ORGANISM	2018-09-30	Nigeria	Nigeria | Ogun | Odeda | Gbagba	7.4453	3.63307		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG1094	PLATE 01, H-8, partial specimen	POST-MDA 2	6.0	NG-1-64	34891	49.0	1432.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_001_A9	GDNA00000494A	A9	NONE	WHOLE_ORGANISM	2018-08-18	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG1044	PLATE 01, A-9, partial specimen	PRE-MDA	1.0	NG-1-65	34891	11.0	225.0	0.0	medium	yes	Pyretophorus_series	Anopheles_gambiae_complex			Anopheles_gambiae_complex	NN_INTERMEDIATE	no			
OMOL_001_B9	GDNA00000494A	B9	NONE	WHOLE_ORGANISM	2018-08-18	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG1056	PLATE 01, B-9, partial specimen	PRE-MDA	1.0	NG-1-66	34891	59.0	25712.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_001_C9	GDNA00000494A	C9	NONE	WHOLE_ORGANISM	2018-09-19	Nigeria	Nigeria | Ogun | Odeda | Gbagba	7.4453	3.63307		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG1068	PLATE 01, C-9, partial specimen	PRE-MDA	1.0	NG-1-67	34891	24.0	447.0	0.0	medium	yes	Pyretophorus_series	Anopheles_gambiae_complex			Anopheles_gambiae_complex	NN_INTERMEDIATE	no			
OMOL_001_D9	GDNA00000494A	D9	NONE	WHOLE_ORGANISM	2018-09-19	Nigeria	Nigeria | Ogun | Odeda | Gbagba	7.4453	3.63307		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG1005	PLATE 01, D-9, partial specimen	POST-MDA 1	3.0	NG-1-68	34891	60.0	19776.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_001_E9	GDNA00000494A	E9	NONE	WHOLE_ORGANISM	2018-09-20	Nigeria	Nigeria | Ogun | Odeda | Gbagba	7.4453	3.63307		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG1017	PLATE 01, E-9, partial specimen	POST-MDA 1	4.0	NG-1-69	34891	59.0	30373.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
OMOL_001_F9	GDNA00000494A	F9	NONE	WHOLE_ORGANISM	2018-09-29	Nigeria	Nigeria | Ogun | Odeda | Gbagba	7.4453	3.63307		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG1029	PLATE 01, F-9, partial specimen	POST-MDA 2	5.0	NG-1-70	34891	48.0	1787.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_001_G9	GDNA00000494A	G9	NONE	WHOLE_ORGANISM	2018-09-29	Nigeria	Nigeria | Ogun | Odeda | Gbagba	7.4453	3.63307		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG1083	PLATE 01, G-9, partial specimen	POST-MDA 2	5.0	NG-1-71	34891	58.0	4389.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_001_H9	GDNA00000494A	H9	NONE	WHOLE_ORGANISM	2018-09-30	Nigeria	Nigeria | Ogun | Odeda | Gbagba	7.4453	3.63307		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG1095	PLATE 01, H-9, partial specimen	POST-MDA 2	6.0	NG-1-72	34891	5.0	101.0	0.0		no					TOO_FEW_TARGETS	TOO_FEW_TARGETS	no			
OMOL_001_A10	GDNA00000494A	A10	NONE	WHOLE_ORGANISM	2018-08-18	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG1045	PLATE 01, A-10, partial specimen	PRE-MDA	1.0	NG-1-73	34891	23.0	448.0	0.0	medium	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_001_B10	GDNA00000494A	B10	NONE	WHOLE_ORGANISM	2018-08-18	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG1057	PLATE 01, B-10, partial specimen	PRE-MDA	1.0	NG-1-74	34891	60.0	13808.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
OMOL_001_C10	GDNA00000494A	C10	NONE	WHOLE_ORGANISM	2018-09-19	Nigeria	Nigeria | Ogun | Odeda | Gbagba	7.4453	3.63307		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG1069	PLATE 01, C-10, partial specimen	PRE-MDA	1.0	NG-1-75	34891	55.0	2609.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
OMOL_001_D10	GDNA00000494A	D10	NONE	WHOLE_ORGANISM	2018-09-19	Nigeria	Nigeria | Ogun | Odeda | Gbagba	7.4453	3.63307		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	N								KUG1006	PLATE 01, D-10, partial specimen	POST-MDA 1	3.0	NG-1-76	34891	61.0	16457.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
OMOL_001_E10	GDNA00000494A	E10	NONE	WHOLE_ORGANISM	2018-09-20	Nigeria	Nigeria | Ogun | Odeda | Gbagba	7.4453	3.63307		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG1018	PLATE 01, E-10, partial specimen	POST-MDA 1	4.0	NG-1-77	34891	60.0	7261.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_001_F10	GDNA00000494A	F10	NONE	WHOLE_ORGANISM	2018-09-29	Nigeria	Nigeria | Ogun | Odeda | Gbagba	7.4453	3.63307		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG1030	PLATE 01, F-10, partial specimen	POST-MDA 2	5.0	NG-1-78	34891	5.0	72.0	0.0		no					TOO_FEW_TARGETS	TOO_FEW_TARGETS	no			
OMOL_001_G10	GDNA00000494A	G10	NONE	WHOLE_ORGANISM	2018-09-30	Nigeria	Nigeria | Ogun | Odeda | Gbagba	7.4453	3.63307		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG1084	PLATE 01, G-10, partial specimen	POST-MDA 2	6.0	NG-1-79	34891	41.0	1182.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex			Anopheles_gambiae_complex	NN_INTERMEDIATE	no			
OMOL_001_H10	GDNA00000494A	H10	NONE	WHOLE_ORGANISM	2018-09-30	Nigeria	Nigeria | Ogun | Odeda | Gbagba	7.4453	3.63307		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG1073	PLATE 01, H-10, partial specimen	POST-MDA 2	6.0	NG-1-80	34891	45.0	1511.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex			Anopheles_gambiae_complex	NN_INTERMEDIATE	no			
OMOL_001_A11	GDNA00000494A	A11	NONE	WHOLE_ORGANISM	2018-08-18	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG1046	PLATE 01, A-11, partial specimen	PRE-MDA	1.0	NG-1-81	34891	60.0	9907.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_coluzzii	Anopheles_coluzzii	VAE	high_load	Plasmodium_falciparum	1771.0	68652.0
OMOL_001_B11	GDNA00000494A	B11	NONE	WHOLE_ORGANISM	2018-08-18	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG1058	PLATE 01, B-11, partial specimen	PRE-MDA	1.0	NG-1-82	34891	59.0	9436.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_001_C11	GDNA00000494A	C11	NONE	WHOLE_ORGANISM	2018-08-18	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			CDC_LIGHT_TRAP	OUTDOORS		Silica gel	N								KUG1070	PLATE 01, C-11, partial specimen	PRE-MDA	1.0	NG-1-83	34891	59.0	10614.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_001_D11	GDNA00000494A	D11	NONE	WHOLE_ORGANISM	2018-09-19	Nigeria	Nigeria | Ogun | Odeda | Gbagba	7.4453	3.63307		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG1007	PLATE 01, D-11, partial specimen	POST-MDA 1	3.0	NG-1-84	34891	61.0	17580.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
OMOL_001_E11	GDNA00000494A	E11	NONE	WHOLE_ORGANISM	2018-09-20	Nigeria	Nigeria | Ogun | Odeda | Gbagba	7.4453	3.63307		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG1019	PLATE 01, E-11, partial specimen	POST-MDA 1	4.0	NG-1-85	34891	58.0	4776.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_001_F11	GDNA00000494A	F11	NONE	WHOLE_ORGANISM	2018-09-29	Nigeria	Nigeria | Ogun | Odeda | Gbagba	7.4453	3.63307		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG1031	PLATE 01, F-11, partial specimen	POST-MDA 2	5.0	NG-1-86	34891	60.0	10171.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
OMOL_001_G11	GDNA00000494A	G11	NONE	WHOLE_ORGANISM	2018-09-30	Nigeria	Nigeria | Ogun | Odeda | Gbagba	7.4453	3.63307		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG1085	PLATE 01, G-11, partial specimen	POST-MDA 2	6.0	NG-1-87	34891	45.0	1468.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex			Anopheles_gambiae_complex	NN_INTERMEDIATE	no			
OMOL_001_H11	GDNA00000494A	H11	NONE	WHOLE_ORGANISM	2018-09-30	Nigeria	Nigeria | Ogun | Odeda | Gbagba	7.4453	3.63307		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			CDC_LIGHT_TRAP	OUTDOORS		Silica gel	N								KUG1074	PLATE 01, H-11, partial specimen	POST-MDA 2	6.0	NG-1-88	34891	1.0	11.0	0.0		no					TOO_FEW_TARGETS	TOO_FEW_TARGETS	no			
OMOL_001_A12	GDNA00000494A	A12	NONE	WHOLE_ORGANISM	2018-08-18	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG1047	PLATE 01, A-12, partial specimen	PRE-MDA	1.0	NG-1-89	34891	0.0	0.0	0.0		no					TOO_FEW_TARGETS	TOO_FEW_TARGETS	no			
OMOL_001_B12	GDNA00000494A	B12	NONE	WHOLE_ORGANISM	2018-08-18	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG1059	PLATE 01, B-12, partial specimen	PRE-MDA	1.0	NG-1-90	34891	7.0	118.0	0.0		no					TOO_FEW_TARGETS	TOO_FEW_TARGETS	no			
OMOL_001_C12	GDNA00000494A	C12	NONE	WHOLE_ORGANISM	2018-08-18	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			CDC_LIGHT_TRAP	OUTDOORS		Silica gel	N								KUG1071	PLATE 01, C-12, partial specimen	PRE-MDA	1.0	NG-1-91	34891	32.0	894.0	0.0	medium	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_001_D12	GDNA00000494A	D12	NONE	WHOLE_ORGANISM	2018-09-19	Nigeria	Nigeria | Ogun | Odeda | Gbagba	7.4453	3.63307		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG1008	PLATE 01, D-12, partial specimen	POST-MDA 1	3.0	NG-1-92	34891	61.0	8729.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
OMOL_001_E12	GDNA00000494A	E12	NONE	WHOLE_ORGANISM	2018-09-20	Nigeria	Nigeria | Ogun | Odeda | Gbagba	7.4453	3.63307		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG1020	PLATE 01, E-12, partial specimen	POST-MDA 1	4.0	NG-1-93	34891	58.0	5869.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_001_F12	GDNA00000494A	F12	NONE	WHOLE_ORGANISM	2018-09-29	Nigeria	Nigeria | Ogun | Odeda | Gbagba	7.4453	3.63307		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG1032	PLATE 01, F-12, partial specimen	POST-MDA 2	5.0	NG-1-94	34891	59.0	5686.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
OMOL_001_G12	GDNA00000494A	G12	NONE	WHOLE_ORGANISM	2018-09-30	Nigeria	Nigeria | Ogun | Odeda | Gbagba	7.4453	3.63307		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG1086	PLATE 01, G-12, partial specimen	POST-MDA 2	6.0	NG-1-95	34891	4.0	57.0	0.0		no					TOO_FEW_TARGETS	TOO_FEW_TARGETS	no			
OMOL_001_H12	GDNA00000494A	H12																																NG-1-BLANK	34891	0.0	0.0	0.0		no					TOO_FEW_TARGETS	TOO_FEW_TARGETS	no			
OMOL_002_A1	GDNA00000495A	A1	NONE	WHOLE_ORGANISM	2018-09-05	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG2001	PLATE 02, A-1, partial specimen	POST-MDA 1	3.0	NG-2-1	34891	0.0	0.0	0.0		no					TOO_FEW_TARGETS	TOO_FEW_TARGETS	no			
OMOL_002_B1	GDNA00000495A	B1	NONE	WHOLE_ORGANISM	2018-09-05	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	N								KUG2013	PLATE 02, B-1, partial specimen	POST-MDA 1	3.0	NG-2-2	34891	9.0	155.0	0.0		no					TOO_FEW_TARGETS	TOO_FEW_TARGETS	no			
OMOL_002_C1	GDNA00000495A	C1	NONE	WHOLE_ORGANISM	2018-09-06	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG2025	PLATE 02, C-1, partial specimen	POST-MDA 1	4.0	NG-2-3	34891	17.0	374.0	0.0	medium	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_002_D1	GDNA00000495A	D1	NONE	WHOLE_ORGANISM	2018-09-06	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG2037	PLATE 02, D-1, partial specimen	POST-MDA 1	4.0	NG-2-4	34891	43.0	1126.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_002_E1	GDNA00000495A	E1	NONE	WHOLE_ORGANISM	2018-09-05	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG2064	PLATE 02, E-1, partial specimen	POST-MDA 1	3.0	NG-2-5	34891	2.0	22.0	0.0		no					TOO_FEW_TARGETS	TOO_FEW_TARGETS	no			
OMOL_002_F1	GDNA00000495A	F1	NONE	WHOLE_ORGANISM	2018-09-12	Nigeria	Nigeria | Ogun | Odeda | Amini	7.23509	3.74935		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG2050	PLATE 02, F-1, partial specimen	POST-MDA 1	3.0	NG-2-6	34891	43.0	1263.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_002_A2	GDNA00000495A	A2	NONE	WHOLE_ORGANISM	2018-09-05	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG2002	PLATE 02, A-2, partial specimen	POST-MDA 1	3.0	NG-2-7	34891	8.0	149.0	0.0		no					TOO_FEW_TARGETS	TOO_FEW_TARGETS	no			
